date,series_id,target,price_feature,competitor_price_feature,discount,holiday_promo,seasonality,demand_forecast,units_ordered
2023-10-01,S003_P0020,422,46.99,51.23,15,1,,226.51,156
2023-10-02,S003_P0020,459,86.17,81.59,15,0,,58.33,83
2023-10-03,S003_P0020,318,53.72,56.88,0,1,,67.55,134
2023-10-04,S003_P0020,434,95.27,94.24,5,0,,266.98,138
2023-10-05,S003_P0020,407,29.22,27.41,15,0,,393.34,25
2023-10-06,S003_P0020,416,25.02,23.96,15,1,,79.53,29
2023-10-07,S003_P0020,435,21.86,26.2,15,1,,272.61,92
2023-10-08,S003_P0020,381,18.64,19.78,15,0,,246.66,159
2023-10-09,S003_P0020,109,96.2,95.5,15,0,,20.58,129
2023-10-10,S003_P0020,373,41.6,43.2,0,0,,81.88,159
2023-10-11,S003_P0020,121,30.58,27.27,15,1,,124.92,96
2023-10-12,S003_P0020,493,47.09,43.84,0,0,,270.14,144
2023-10-13,S003_P0020,183,36.51,35.73,15,0,,31.97,117
2023-10-14,S003_P0020,178,23.57,22.79,5,1,,100.31,94
2023-10-15,S003_P0020,401,60.96,58.76,20,0,,208.26,79
2023-10-16,S003_P0020,494,12.67,8.95,15,0,,130.8,148
2023-10-17,S003_P0020,204,55.46,60.2,20,0,,182.84,154
2023-10-18,S003_P0020,358,56.58,51.86,5,0,,308.56,113
2023-10-19,S003_P0020,148,54.47,58.35,5,1,,24.69,113
2023-10-20,S003_P0020,497,36.63,34.8,20,0,,352.72,130
2023-10-21,S003_P0020,70,47.97,48.71,5,1,,63.41,77
2023-10-22,S003_P0020,245,68.6,64.2,20,0,,95.12,68
2023-10-23,S003_P0020,431,94.17,98.14,5,0,,115.78,37
2023-10-24,S003_P0020,360,31.2,35.44,20,0,,247.14,125
2023-10-25,S003_P0020,492,28.5,31.67,15,0,,479.57,86
2023-10-26,S003_P0020,266,20.95,24.28,20,1,,148.36,166
2023-10-27,S003_P0020,293,74.43,71.43,10,0,,144.3,192
2023-10-28,S003_P0020,446,83.1,86.08,5,1,,42.75,121
2023-10-29,S003_P0020,229,11.42,15.36,15,0,,121.07,175
2023-10-30,S003_P0020,347,85.97,87.12,0,1,,87.5,47
2023-10-31,S003_P0020,210,16.77,13.98,0,1,,20.1,155
2023-11-01,S003_P0020,142,39.12,38.74,10,1,,23.41,77
2023-11-02,S003_P0020,250,48.86,53.05,15,1,,171.85,150
2023-11-03,S003_P0020,408,80.69,77.99,15,0,,237.88,48
2023-11-04,S003_P0020,365,29.75,31.96,15,1,,232.66,166
2023-11-05,S003_P0020,365,21.42,19.77,15,0,,186.29,41
2023-11-06,S003_P0020,133,65.84,65.18,15,1,,79.94,56
2022-01-02,S004_P0001,144,74.16,69.74,15,0,,39.12,45
2022-01-03,S004_P0001,175,83.63,79.9,15,0,,56.84,140
2022-01-04,S004_P0001,487,20.39,21.17,15,0,,154.43,149
2022-01-05,S004_P0001,201,57.58,58.98,10,0,,212.56,103
2022-01-06,S004_P0001,185,16.86,12.11,20,0,,106.55,69
2022-01-07,S004_P0001,164,91.6,93.9,20,0,,5.38,190
2022-01-08,S004_P0001,62,24.71,25.11,20,1,,28.07,131
2022-01-09,S004_P0001,391,80.62,79.01,0,0,,250.85,163
2022-01-10,S004_P0001,310,20.82,17.27,0,0,,279.05,145
2022-01-11,S004_P0001,147,54.34,53.68,0,1,,41.43,129
2022-01-12,S004_P0001,56,46.26,48.81,20,0,,35.68,149
2022-01-13,S004_P0001,206,35.78,32.92,20,1,,188.57,65
2022-01-14,S004_P0001,93,64.07,68.04,20,0,,37.77,180
2022-01-15,S004_P0001,429,99.7,98.38,20,1,,62.45,108
2022-01-16,S004_P0001,213,68.89,73.87,5,1,,184.27,59
2022-01-17,S004_P0001,238,15.89,15.61,15,1,,192.59,130
2022-01-18,S004_P0001,480,15.05,12.79,20,1,,368.33,148
2022-01-19,S004_P0001,313,45.51,47.1,20,0,,125.09,79
2022-01-20,S004_P0001,283,60.39,64.48,5,1,,50.09,199
2022-01-21,S004_P0001,117,29.64,34.25,10,0,,78.69,104
2022-01-22,S004_P0001,161,67.26,67.67,5,1,,174.61,158
2022-01-23,S004_P0001,113,25.15,28.01,20,0,,11.82,110
2022-01-24,S004_P0001,396,85.2,86.92,15,0,,212.17,126
2022-01-25,S004_P0001,475,64.48,65.19,10,1,,449.62,156
2022-01-26,S004_P0001,374,52.83,55.02,5,1,,10.66,150
2022-01-27,S004_P0001,470,34.98,37.88,20,0,,373.95,176
2022-01-28,S004_P0001,486,66.32,65.19,15,0,,32.51,188
2022-01-29,S004_P0001,72,27.81,32.14,20,0,,69.87,104
2022-01-30,S004_P0001,428,88.85,85.86,20,1,,110.03,39
2022-01-31,S004_P0001,66,64.53,62.79,15,1,,55.11,155
2022-02-01,S004_P0001,333,42.61,46.76,5,0,,171.64,109
2022-02-02,S004_P0001,326,12.49,10.73,20,0,,322.51,152
2022-02-03,S004_P0001,58,97.63,102.03,20,0,,10.11,127
2022-02-04,S004_P0001,387,81.45,77.35,15,0,,343.36,158
2022-02-05,S004_P0001,53,40.6,45.11,15,1,,7.25,186
2022-02-06,S004_P0001,303,41.13,39.52,15,0,,272.51,167
2022-02-07,S004_P0001,302,69.81,69.16,20,1,,63.59,164
2022-02-08,S004_P0001,344,61.85,60.12,15,1,,50.23,146
2022-02-09,S004_P0001,189,21.77,25.95,5,1,,90.02,102
2022-02-10,S004_P0001,495,40.46,40.25,10,0,,265.08,186
2022-02-11,S004_P0001,324,20.92,20.35,15,1,,254.69,107
2022-02-12,S004_P0001,452,76.97,78.32,15,0,,186.45,144
2022-02-13,S004_P0001,452,40.0,35.95,15,1,,69.82,68
2022-02-14,S004_P0001,472,88.4,92.8,15,0,,264.11,37
2022-02-15,S004_P0001,252,84.17,81.28,10,0,,239.6,189
2022-02-16,S004_P0001,347,27.95,27.68,15,1,,302.86,155
2022-02-17,S004_P0001,184,75.96,80.7,10,0,,106.04,30
2022-02-18,S004_P0001,129,10.84,13.93,15,1,,41.48,39
2022-02-19,S004_P0001,347,91.83,94.1,15,0,,356.7,51
2022-02-20,S004_P0001,159,72.74,77.5,20,1,,117.82,23
2022-02-21,S004_P0001,266,81.26,80.55,10,0,,247.47,171
2022-02-22,S004_P0001,448,49.39,54.21,15,1,,144.44,103
2022-02-23,S004_P0001,54,17.6,12.74,10,1,,50.47,145
2022-02-24,S004_P0001,345,42.8,42.36,10,1,,29.81,52
2022-02-25,S004_P0001,415,38.42,40.96,5,1,,139.25,23
2022-02-26,S004_P0001,451,41.2,41.75,0,0,,63.24,83
2022-02-27,S004_P0001,372,52.03,51.45,5,1,,148.58,22
2022-02-28,S004_P0001,129,40.0,39.64,10,1,,91.62,33
2022-03-01,S004_P0001,222,86.75,85.88,20,1,,228.39,128
2022-03-02,S004_P0001,97,35.6,31.61,20,1,,61.47,116
2022-03-03,S004_P0001,272,19.05,23.51,5,0,,178.38,104
2022-03-04,S004_P0001,137,71.07,70.87,10,0,,143.91,27
2022-03-05,S004_P0001,486,18.28,21.97,15,1,,425.45,155
2022-03-06,S004_P0001,404,93.61,98.46,10,0,,322.57,51
2022-03-07,S004_P0001,485,34.69,36.38,15,1,,182.06,38
2022-03-08,S004_P0001,319,11.47,8.26,5,0,,91.46,25
2022-03-09,S004_P0001,256,91.75,87.23,10,1,,231.92,129
2022-03-10,S004_P0001,162,95.25,98.92,0,0,,53.53,74
2022-03-11,S004_P0001,339,76.54,73.38,20,0,,109.0,123
2022-03-12,S004_P0001,425,78.18,76.71,15,0,,332.36,162
2022-03-13,S004_P0001,85,30.04,28.68,10,1,,94.26,71
2022-03-14,S004_P0001,168,17.96,13.12,15,0,,84.64,90
2022-03-15,S004_P0001,390,27.53,22.55,15,1,,189.31,136
2022-03-16,S004_P0001,287,29.51,24.82,5,1,,128.44,183
2022-03-17,S004_P0001,311,11.18,12.98,20,0,,124.09,36
2022-03-18,S004_P0001,226,90.59,87.72,15,1,,52.58,131
2022-03-19,S004_P0001,151,10.7,14.68,20,0,,90.36,160
2022-03-20,S004_P0001,106,71.19,69.76,10,1,,72.88,71
2022-03-21,S004_P0001,89,17.42,20.86,15,0,,65.26,59
2022-03-22,S004_P0001,376,83.4,82.08,0,0,,103.91,198
2022-03-23,S004_P0001,285,92.52,96.63,15,0,,199.85,174
2022-03-24,S004_P0001,381,62.28,64.61,20,0,,298.68,181
2022-03-25,S004_P0001,227,84.81,87.5,20,1,,73.02,73
2022-03-26,S004_P0001,321,98.32,96.69,15,0,,327.68,81
2022-03-27,S004_P0001,496,58.35,63.33,15,0,,338.79,177
2022-03-28,S004_P0001,298,28.58,31.4,10,1,,274.08,162
2022-03-29,S004_P0001,78,81.2,77.7,5,0,,66.65,200
2022-03-30,S004_P0001,471,50.61,47.74,15,0,,204.04,178
2022-03-31,S004_P0001,437,69.0,66.03,20,0,,28.73,28
2022-04-01,S004_P0001,64,14.05,16.66,20,1,,17.82,126
2022-04-02,S004_P0001,191,26.61,28.11,10,1,,193.42,51
2022-04-03,S004_P0001,429,12.34,15.91,5,0,,25.28,99
2022-04-04,S004_P0001,179,98.48,99.82,15,0,,155.91,87
2022-04-05,S004_P0001,179,25.29,24.73,0,1,,177.52,128
2022-04-06,S004_P0001,230,20.42,17.62,20,0,,118.48,199
2022-04-07,S004_P0001,482,88.2,92.99,15,0,,72.36,186
2022-04-08,S004_P0001,91,26.73,23.39,5,0,,47.12,117
2022-04-09,S004_P0001,262,76.46,75.83,5,1,,224.0,121
2022-04-10,S004_P0001,270,22.12,23.5,15,0,,244.47,56
2022-04-11,S004_P0001,424,28.56,32.17,10,1,,219.24,182
2022-04-12,S004_P0001,199,12.22,11.25,10,1,,204.15,120
2022-04-13,S004_P0001,173,42.77,46.39,20,0,,55.01,36
2022-04-14,S004_P0001,164,46.91,47.49,5,0,,32.36,81
2022-04-15,S004_P0001,472,37.18,36.92,15,1,,437.24,177
2022-04-16,S004_P0001,289,89.19,85.63,0,0,,183.42,144
2022-04-17,S004_P0001,368,51.57,50.1,5,1,,349.89,159
2022-04-18,S004_P0001,423,42.84,46.34,20,0,,393.42,196
2022-04-19,S004_P0001,446,93.61,95.86,10,1,,108.06,171
2022-04-20,S004_P0001,230,43.15,38.63,20,0,,70.55,180
2022-04-21,S004_P0001,273,34.04,31.41,20,0,,237.25,109
2022-04-22,S004_P0001,275,87.74,83.82,20,0,,117.01,154
2022-04-23,S004_P0001,319,94.74,98.81,20,0,,98.81,116
2022-04-24,S004_P0001,386,51.44,51.4,0,0,,89.61,96
2022-04-25,S004_P0001,377,96.87,98.07,20,0,,201.19,97
2022-04-26,S004_P0001,278,62.7,63.65,5,1,,26.93,142
2022-04-27,S004_P0001,166,30.57,28.75,15,1,,27.59,198
2022-04-28,S004_P0001,219,21.57,16.69,10,1,,201.73,78
2022-04-29,S004_P0001,151,47.57,44.76,0,1,,95.16,138
2022-04-30,S004_P0001,86,80.09,81.91,20,1,,31.89,22
2022-05-01,S004_P0001,103,42.97,45.96,5,1,,94.12,144
2022-05-02,S004_P0001,240,86.05,84.53,15,0,,105.08,70
2022-05-03,S004_P0001,401,25.06,21.89,10,1,,219.03,139
2022-05-04,S004_P0001,112,48.11,47.44,20,0,,78.65,105
2022-05-05,S004_P0001,445,90.57,94.16,10,0,,212.84,47
2022-05-06,S004_P0001,365,57.85,57.72,20,0,,22.91,43
2022-05-07,S004_P0001,315,74.68,79.22,15,1,,53.2,168
2022-05-08,S004_P0001,71,97.07,98.41,10,0,,43.69,30
2022-05-09,S004_P0001,476,74.17,77.81,5,0,,72.11,188
2022-05-10,S004_P0001,370,91.37,91.38,5,1,,62.25,131
2022-05-11,S004_P0001,198,55.37,57.62,20,1,,128.3,105
2022-05-12,S004_P0001,83,50.86,48.17,10,0,,47.16,22
2022-05-13,S004_P0001,335,53.13,54.74,15,0,,299.82,130
2022-05-14,S004_P0001,259,44.78,49.29,5,0,,88.01,118
2022-05-15,S004_P0001,436,62.72,59.61,5,0,,-1.47,153
2022-05-16,S004_P0001,312,42.69,41.01,15,1,,96.56,141
2022-05-17,S004_P0001,482,87.15,87.5,0,0,,211.16,65
2022-05-18,S004_P0001,93,85.03,88.99,15,1,,26.5,23
2022-05-19,S004_P0001,225,32.04,34.43,5,0,,49.08,51
2022-05-20,S004_P0001,181,38.53,41.75,15,0,,96.03,99
2022-05-21,S004_P0001,382,91.01,90.1,10,1,,366.47,196
2022-05-22,S004_P0001,319,52.25,54.57,5,0,,289.2,52
2022-05-23,S004_P0001,135,81.23,79.44,0,1,,57.37,90
2022-05-24,S004_P0001,252,41.26,37.98,15,0,,37.31,26
2022-05-25,S004_P0001,362,54.48,58.34,20,0,,309.14,68
2022-05-26,S004_P0001,309,58.41,56.21,10,0,,309.31,194
2022-05-27,S004_P0001,163,39.61,44.32,10,1,,157.73,137
2022-05-28,S004_P0001,165,64.95,62.19,0,0,,108.12,168
2022-05-29,S004_P0001,467,95.38,94.71,5,1,,389.9,97
2022-05-30,S004_P0001,58,29.11,26.73,15,1,,8.94,110
2022-05-31,S004_P0001,272,55.46,54.68,20,0,,198.29,199
2022-06-01,S004_P0001,156,88.38,84.1,5,0,,44.49,154
2022-06-02,S004_P0001,342,39.57,41.32,20,0,,236.72,92
2022-06-03,S004_P0001,137,63.78,61.91,20,1,,91.73,116
2022-06-04,S004_P0001,239,64.08,62.06,5,1,,198.45,148
2022-06-05,S004_P0001,148,60.98,62.14,15,1,,32.9,123
2022-06-06,S004_P0001,66,54.03,57.07,5,0,,67.37,62
2022-06-07,S004_P0001,368,56.15,57.58,5,1,,192.67,47
2022-06-08,S004_P0001,371,68.63,70.06,20,1,,222.38,191
2022-06-09,S004_P0001,167,79.76,74.94,20,0,,112.49,147
2022-06-10,S004_P0001,323,53.18,50.1,20,1,,215.32,178
2022-06-11,S004_P0001,486,63.97,63.82,0,0,,20.87,166
2022-06-12,S004_P0001,214,28.59,24.03,15,0,,174.64,85
2022-06-13,S004_P0001,94,89.52,91.07,0,1,,40.99,39
2022-06-14,S004_P0001,171,10.92,10.4,0,1,,100.74,98
2022-06-15,S004_P0001,199,68.44,71.98,0,1,,83.57,105
2022-06-16,S004_P0001,122,34.78,38.03,10,1,,124.3,153
2022-06-17,S004_P0001,348,92.9,96.97,15,0,,148.75,146
2022-06-18,S004_P0001,292,25.91,21.17,5,0,,283.34,195
2022-06-19,S004_P0001,103,40.53,42.94,10,1,,34.04,142
2022-06-20,S004_P0001,123,74.42,73.65,10,0,,42.58,42
2022-06-21,S004_P0001,329,83.06,78.83,10,0,,301.24,159
2022-06-22,S004_P0001,166,39.07,42.71,5,1,,166.54,83
2022-06-23,S004_P0001,306,79.25,82.51,15,1,,180.24,185
2022-06-24,S004_P0001,354,11.38,11.32,5,0,,282.5,29
2022-06-25,S004_P0001,454,32.8,28.48,20,1,,392.07,148
2022-06-26,S004_P0001,500,51.97,53.53,5,1,,316.33,45
2022-06-27,S004_P0001,178,88.16,84.22,10,1,,70.94,137
2022-06-28,S004_P0001,255,87.83,92.32,0,1,,206.79,64
2022-06-29,S004_P0001,228,60.74,65.57,10,1,,104.06,143
2022-06-30,S004_P0001,471,51.62,47.47,20,0,,240.79,116
2022-07-01,S004_P0001,267,77.96,82.64,20,1,,232.9,107
2022-07-02,S004_P0001,238,69.78,65.14,0,0,,14.68,119
2022-07-03,S004_P0001,262,11.7,11.03,15,0,,90.96,51
2022-07-04,S004_P0001,197,19.98,16.67,20,1,,200.76,47
2022-07-05,S004_P0001,153,15.75,12.05,15,1,,55.02,153
2022-07-06,S004_P0001,149,70.68,70.63,5,0,,75.05,32
2022-07-07,S004_P0001,384,18.9,14.88,20,0,,324.21,28
2022-07-08,S004_P0001,468,86.49,89.31,20,1,,190.41,78
2022-07-09,S004_P0001,470,92.11,96.41,15,0,,415.27,72
2022-07-10,S004_P0001,206,99.88,96.04,5,1,,2.12,101
2022-07-11,S004_P0001,368,23.56,22.12,5,0,,117.83,94
2022-07-12,S004_P0001,382,39.99,35.69,15,1,,255.68,29
2022-07-13,S004_P0001,159,19.23,14.97,10,1,,70.05,184
2022-07-14,S004_P0001,347,23.2,19.88,5,1,,75.17,48
2022-07-15,S004_P0001,197,12.22,9.73,0,1,,32.82,143
2022-07-16,S004_P0001,330,15.78,13.4,15,1,,149.94,68
2022-07-17,S004_P0001,476,51.33,48.86,5,1,,316.56,178
2022-07-18,S004_P0001,268,30.1,27.9,15,0,,0.87,112
2022-07-19,S004_P0001,330,46.98,43.28,15,1,,192.85,134
2022-07-20,S004_P0001,128,51.48,52.9,10,0,,92.45,99
2022-07-21,S004_P0001,272,32.98,31.44,20,1,,167.55,28
2022-07-22,S004_P0001,353,73.94,73.95,5,0,,145.74,38
2022-07-23,S004_P0001,483,78.71,79.75,0,0,,100.25,186
2022-07-24,S004_P0001,463,42.26,37.76,5,0,,255.1,125
2022-07-25,S004_P0001,100,40.5,37.48,10,1,,10.73,147
2022-07-26,S004_P0001,358,47.0,45.27,15,0,,37.03,193
2022-07-27,S004_P0001,247,26.46,22.82,5,1,,-7.13,181
2022-07-28,S004_P0001,115,45.71,43.57,5,1,,93.28,22
2022-07-29,S004_P0001,470,32.59,35.84,20,1,,300.27,184
2022-07-30,S004_P0001,198,24.93,20.91,15,0,,4.42,65
2022-07-31,S004_P0001,276,74.05,74.59,5,1,,250.38,122
2022-08-01,S004_P0001,77,92.2,91.86,10,1,,66.26,163
2022-08-02,S004_P0001,54,89.94,94.72,5,0,,43.89,175
2022-08-03,S004_P0001,271,12.28,9.95,10,0,,17.63,182
2022-08-04,S004_P0001,294,44.81,47.35,0,0,,232.53,111
2022-08-05,S004_P0001,285,45.04,40.94,20,1,,223.98,51
2022-08-06,S004_P0001,457,96.0,92.85,20,0,,160.13,166
2022-08-07,S004_P0001,288,32.2,28.0,5,1,,195.54,53
2022-08-08,S004_P0001,168,50.54,49.5,15,1,,115.12,139
2022-08-09,S004_P0001,272,99.21,95.81,10,1,,217.01,59
2022-08-10,S004_P0001,206,59.8,62.67,10,1,,173.47,105
2022-08-11,S004_P0001,92,60.52,58.82,10,1,,80.86,88
2022-08-12,S004_P0001,358,98.1,98.5,20,0,,24.61,31
2022-08-13,S004_P0001,483,59.88,63.25,20,0,,315.34,30
2022-08-14,S004_P0001,258,45.26,48.13,10,1,,130.64,115
2022-08-15,S004_P0001,97,48.02,50.24,5,1,,91.82,55
2022-08-16,S004_P0001,198,27.77,25.26,20,0,,15.78,146
2022-08-17,S004_P0001,487,11.37,14.71,20,0,,317.5,133
2022-08-18,S004_P0001,216,69.83,74.24,20,1,,231.11,41
2022-08-19,S004_P0001,386,35.8,38.88,10,1,,191.84,97
2022-08-20,S004_P0001,300,49.12,53.14,5,0,,130.54,90
2022-08-21,S004_P0001,332,53.23,56.02,15,0,,173.34,142
2022-08-22,S004_P0001,348,12.91,12.07,10,0,,89.49,111
2022-08-23,S004_P0001,216,77.16,80.64,10,1,,58.3,105
2022-08-24,S004_P0001,286,33.41,35.41,20,0,,123.53,152
2022-08-25,S004_P0001,61,23.09,25.01,10,1,,4.25,128
2022-08-26,S004_P0001,250,49.4,44.56,15,0,,31.22,161
2022-08-27,S004_P0001,448,92.18,93.17,0,1,,444.67,86
2022-08-28,S004_P0001,309,37.08,37.95,15,0,,214.39,42
2022-08-29,S004_P0001,345,85.62,87.98,0,1,,300.34,53
2022-08-30,S004_P0001,260,42.33,43.51,20,1,,185.4,199
2022-08-31,S004_P0001,52,38.13,39.56,5,0,,35.0,71
2022-09-01,S004_P0001,179,62.85,58.8,5,1,,89.08,189
2022-09-02,S004_P0001,452,70.99,68.19,10,0,,418.46,109
2022-09-03,S004_P0001,483,54.36,58.53,20,0,,40.83,110
2022-09-04,S004_P0001,354,82.81,82.63,15,1,,287.64,194
2022-09-05,S004_P0001,417,78.93,81.5,15,1,,321.61,59
2022-09-06,S004_P0001,471,32.19,32.48,10,0,,156.98,196
2022-09-07,S004_P0001,72,86.25,83.24,10,0,,57.04,105
2022-09-08,S004_P0001,498,55.34,54.87,5,1,,430.02,68
2022-09-09,S004_P0001,423,40.22,42.93,0,0,,167.41,148
2022-09-10,S004_P0001,344,57.75,58.0,0,0,,66.51,85
2022-09-11,S004_P0001,429,43.77,43.04,15,1,,430.58,178
2022-09-12,S004_P0001,259,49.07,47.58,0,1,,49.88,36
2022-09-13,S004_P0001,439,88.79,88.28,10,0,,402.55,196
2022-09-14,S004_P0001,202,94.95,90.23,15,0,,141.92,189
2022-09-15,S004_P0001,104,62.84,60.74,10,0,,21.42,147
2022-09-16,S004_P0001,183,12.94,14.4,15,0,,125.09,98
2022-09-17,S004_P0001,446,94.77,96.92,15,1,,381.78,191
2022-09-18,S004_P0001,57,57.94,61.96,10,1,,45.25,91
2022-09-19,S004_P0001,435,31.0,29.64,5,1,,78.72,79
2022-09-20,S004_P0001,88,58.1,60.91,20,0,,29.46,68
2022-09-21,S004_P0001,199,93.19,97.54,15,1,,92.9,168
2022-09-22,S004_P0001,422,16.75,18.19,20,1,,183.76,49
2022-09-23,S004_P0001,165,12.7,15.8,20,0,,136.08,93
2022-09-24,S004_P0001,67,34.24,29.78,20,0,,3.06,159
2022-09-25,S004_P0001,342,89.22,93.25,15,1,,166.69,130
2022-09-26,S004_P0001,393,88.63,83.66,5,0,,306.24,71
2022-09-27,S004_P0001,360,74.86,73.13,15,0,,258.54,176
2022-09-28,S004_P0001,390,98.82,100.82,20,0,,312.88,170
2022-09-29,S004_P0001,53,64.77,69.67,0,1,,18.44,193
2022-09-30,S004_P0001,323,90.1,88.48,5,0,,204.56,98
2022-10-01,S004_P0001,189,82.64,79.25,5,1,,130.96,164
2022-10-02,S004_P0001,352,96.24,95.13,5,0,,114.94,88
2022-10-03,S004_P0001,124,19.92,15.13,10,0,,113.91,193
2022-10-04,S004_P0001,141,36.63,34.88,20,0,,76.26,139
2022-10-05,S004_P0001,220,80.76,82.1,20,1,,180.14,34
2022-10-06,S004_P0001,227,37.33,38.62,0,1,,110.67,39
2022-10-07,S004_P0001,196,31.74,30.66,15,0,,167.97,102
2022-10-08,S004_P0001,430,27.02,22.44,10,1,,215.78,64
2022-10-09,S004_P0001,196,61.07,63.84,10,1,,63.05,99
2022-10-10,S004_P0001,282,28.4,24.61,20,0,,242.78,60
2022-10-11,S004_P0001,267,93.44,93.21,10,0,,164.22,84
2022-10-12,S004_P0001,106,62.17,60.73,5,0,,46.41,139
2022-10-13,S004_P0001,441,54.03,57.69,20,0,,190.32,45
2022-10-14,S004_P0001,284,69.22,74.14,5,0,,99.12,185
2022-10-15,S004_P0001,96,43.47,47.37,20,1,,78.91,26
2022-10-16,S004_P0001,330,80.09,84.59,10,1,,76.11,82
2022-10-17,S004_P0001,380,17.49,13.78,20,1,,266.33,185
2022-10-18,S004_P0001,380,88.71,87.31,0,1,,31.15,86
2022-10-19,S004_P0001,50,89.6,93.95,10,0,,38.66,20
2022-10-20,S004_P0001,216,37.2,37.8,20,0,,210.84,79
2022-10-21,S004_P0001,254,48.16,52.1,10,1,,87.72,61
2022-10-22,S004_P0001,140,21.7,21.86,10,0,,67.7,37
2022-10-23,S004_P0001,187,24.51,23.53,0,0,,13.05,84
2022-10-24,S004_P0001,418,15.84,11.92,0,1,,385.31,68
2022-10-25,S004_P0001,465,71.32,76.24,5,1,,356.68,154
2022-10-26,S004_P0001,271,66.43,63.61,20,0,,122.5,57
2022-10-27,S004_P0001,261,67.48,63.17,0,0,,19.41,59
2022-10-28,S004_P0001,264,23.12,25.63,0,1,,61.6,91
2022-10-29,S004_P0001,126,79.69,77.31,10,1,,42.44,149
2022-10-30,S004_P0001,316,88.21,91.65,5,0,,129.16,141
2022-10-31,S004_P0001,73,90.98,88.58,10,0,,28.63,181
2022-11-01,S004_P0001,270,37.46,34.18,15,1,,114.06,22
2022-11-02,S004_P0001,366,44.25,46.28,0,0,,16.68,81
2022-11-03,S004_P0001,133,78.46,80.07,15,0,,18.87,169
2022-11-04,S004_P0001,437,10.88,13.35,10,1,,295.5,105
2022-11-05,S004_P0001,93,92.83,97.52,10,0,,28.44,119
2022-11-06,S004_P0001,462,50.64,53.22,10,1,,175.94,117
2022-11-07,S004_P0001,141,13.28,14.47,10,1,,72.33,149
2022-11-08,S004_P0001,354,45.91,47.49,15,0,,194.89,112
2022-11-09,S004_P0001,150,71.83,73.52,15,1,,17.24,50
2022-11-10,S004_P0001,444,85.49,80.53,10,0,,55.71,39
2022-11-11,S004_P0001,387,93.31,90.89,20,1,,315.67,95
2022-11-12,S004_P0001,497,89.12,84.12,15,0,,97.5,57
2022-11-13,S004_P0001,374,35.52,39.62,10,1,,48.95,101
2022-11-14,S004_P0001,348,81.83,78.65,20,0,,152.73,119
2022-11-15,S004_P0001,345,80.72,84.74,5,1,,291.12,20
2022-11-16,S004_P0001,177,11.48,14.79,15,0,,83.54,65
2022-11-17,S004_P0001,422,67.85,72.69,20,0,,180.19,49
2022-11-18,S004_P0001,122,10.69,13.2,10,1,,60.4,138
2022-11-19,S004_P0001,250,41.82,41.0,5,0,,94.49,165
2022-11-20,S004_P0001,163,84.06,81.58,0,1,,141.43,96
2022-11-21,S004_P0001,199,41.94,45.18,15,0,,108.98,43
2022-11-22,S004_P0001,423,73.8,74.33,20,1,,56.77,23
2022-11-23,S004_P0001,302,63.77,61.72,15,1,,201.28,180
2022-11-24,S004_P0001,441,53.67,58.41,10,0,,324.28,143
2022-11-25,S004_P0001,189,69.19,69.37,15,0,,31.5,147
2022-11-26,S004_P0001,237,12.62,14.69,10,0,,77.43,191
2022-11-27,S004_P0001,250,41.57,37.63,5,0,,86.6,87
2022-11-28,S004_P0001,470,64.49,64.74,10,1,,294.76,98
2022-11-29,S004_P0001,300,83.0,85.49,0,0,,201.59,36
2022-11-30,S004_P0001,55,90.33,85.79,15,1,,42.65,191
2022-12-01,S004_P0001,107,87.34,83.98,15,1,,3.1,49
2022-12-02,S004_P0001,155,39.06,37.29,0,0,,36.59,120
2022-12-03,S004_P0001,297,90.84,93.99,15,0,,253.35,193
2022-12-04,S004_P0001,463,84.7,83.47,10,1,,173.03,105
2022-12-05,S004_P0001,251,75.95,77.56,0,1,,185.13,40
2022-12-06,S004_P0001,357,69.19,73.88,0,0,,291.14,56
2022-12-07,S004_P0001,362,25.7,24.25,15,1,,320.08,169
2022-12-08,S004_P0001,292,79.01,76.79,15,1,,138.35,26
2022-12-09,S004_P0001,149,57.04,61.4,5,1,,139.15,54
2022-12-10,S004_P0001,233,12.18,7.63,10,1,,188.97,144
2022-12-11,S004_P0001,64,60.92,62.16,5,1,,51.9,173
2022-12-12,S004_P0001,479,31.21,27.87,0,0,,372.8,24
2022-12-13,S004_P0001,400,62.69,62.09,5,0,,188.17,104
2022-12-14,S004_P0001,154,10.82,9.35,10,0,,107.45,166
2022-12-15,S004_P0001,120,53.15,50.63,15,1,,110.85,63
2022-12-16,S004_P0001,159,97.55,97.82,10,1,,154.96,114
2022-12-17,S004_P0001,481,37.13,40.63,0,0,,405.03,190
2022-12-18,S004_P0001,486,88.93,87.04,15,0,,480.75,163
2022-12-19,S004_P0001,184,77.81,78.59,5,0,,26.67,107
2022-12-20,S004_P0001,172,51.57,48.59,15,0,,83.49,72
2022-12-21,S004_P0001,92,60.41,64.77,10,1,,76.82,94
2022-12-22,S004_P0001,491,28.97,28.42,15,0,,238.96,136
2022-12-23,S004_P0001,55,44.25,47.73,5,1,,54.43,181
2022-12-24,S004_P0001,146,67.62,64.13,15,0,,31.21,188
2022-12-25,S004_P0001,347,62.02,59.63,10,1,,310.94,107
2022-12-26,S004_P0001,87,27.17,29.03,10,0,,76.22,188
2022-12-27,S004_P0001,440,11.68,15.94,0,0,,246.21,183
2022-12-28,S004_P0001,270,79.42,74.98,0,0,,34.89,75
